id,total_count,total_length,total_density,count_tertiary,count_trunk,count_pedestrian,count_secondary,count_service,count_track,count_residential,count_living_street,count_primary,count_intersection,length_tertiary,length_trunk,length_pedestrian,length_secondary,length_service,length_track,length_residential,length_living_street,length_primary,length_intersection,density_tertiary,density_trunk,density_pedestrian,density_secondary,density_service,density_track,density_residential,density_living_street,density_primary,density_intersection
UGA_2009_40,1.0,7002.87,156.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7002.87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156.13,0
UGA_2009_400,1.0,1183.68,26.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1183.68,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,26.41,0.0,0.0,0.0,0,0.0,0
UGA_2009_401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_404,1.0,5107.03,113.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5107.03,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,113.95,0.0,0.0,0.0,0,0.0,0
UGA_2009_405,1.0,8315.93,185.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8315.93,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,185.55,0.0,0.0,0.0,0,0.0,0
UGA_2009_406,3.0,15509.05,346.05,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,15509.05,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,346.05,0.0,0.0,0.0,0,0.0,0
UGA_2009_407,2.0,8425.02,187.99,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8425.02,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,187.99,0.0,0.0,0.0,0,0.0,0
UGA_2009_408,1.0,6709.58,149.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6709.58,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,149.71,0.0,0.0,0.0,0,0.0,0
